id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
868198050996313768,Sojourn on 17th | Pets Welcome,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91219,-77.03836,Entire home/apt,113,31,0,,,199,305,0,
868207067516966070,Sojourn on 17th | Pets Welcome | #201,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.912210251133324,-77.03977515040867,Entire home/apt,120,31,0,,,199,323,0,
868207076241807543,Sojourn on 17th | Pets Welcome | #302,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.914230760638425,-77.03919074409491,Entire home/apt,,31,0,,,199,300,0,
868209019778870068,Sojourn | The 1911 | 1 BR,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91350619896955,-77.04334353430542,Entire home/apt,113,31,0,,,199,351,0,
868209161625633515,Sojourn | S Street Loft,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91511298783223,-77.04334116659007,Entire home/apt,113,31,0,,,199,334,0,
868210389078044738,Spectacular 1 BDR/1 BA Apt. Walk to Capitol!,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.887364333694634,-77.00370279445197,Entire home/apt,161,31,1,2023-08-19,0.10,199,315,1,
868536132648376720,Historic Carriage House Apartment Above Garage,34225322,Davy,,"Union Station, Stanton Park, Kingman Park",38.89230899462507,-76.99825411326509,Entire home/apt,,2,63,2024-05-30,4.67,1,54,55,Hosted License: 5007242201002037
868819885504103700,Charming and Historic Apartment in Capitol Hill,46630199,Home Sweet City,,"Union Station, Stanton Park, Kingman Park",38.89688379154119,-76.99709277486792,Entire home/apt,168,3,49,2024-06-16,3.87,81,156,45,Hosted License: 5007262201002562
869616537254481169,Stylish Urban Victorian Suite 1,18515584,Travis,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168022,-77.0078992,Private room,89,1,16,2024-05-22,1.26,3,350,15,Hosted License: 5007242201000445
869678339186629233,Sojourn on the Hill,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.883875368906665,-77.00270658728259,Entire home/apt,161,31,0,,,199,322,0,
869839438654238409,A compact room close to metro,1569728,V,,"Mayfair, Hillbrook, Mahaning Heights",38.8995424,-76.94460029999999,Private room,39,31,3,2023-09-10,0.25,3,314,3,
870990027139972443,Two-bedroom oasis,11269729,Amber,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.924703980624,-77.00920685914636,Private room,,1,6,2024-05-20,1.84,1,269,6,Hosted License: 5007242201003132
871026284744865705,Stylish Chic Suite FREE PKG Extended Stays Welcome,510341453,Bertrand,,"Douglas, Shipley Terrace",38.84288194584472,-76.98838575043392,Entire home/apt,60,31,1,2024-05-01,0.58,3,214,1,Exempt
871585201277840315,Cozy And Peaceful Suite Extended Stays Welcome 31+,510341453,Bertrand,,"Douglas, Shipley Terrace",38.84314230199168,-76.98835368508941,Entire home/apt,60,31,1,2024-04-02,0.37,3,308,1,Exempt
871761391961150800,Luxury stay in DC close to US Congress,22254869,Juan,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.899956331507376,-76.97489886701878,Entire home/apt,,15,0,,,1,60,0,Exempt
871803014398741136,Beautiful 5BR/3.5BA Historic DC House w/ Parking,73780679,Cory,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.932738663744075,-77.03257363391006,Entire home/apt,428,1,43,2024-06-19,3.58,1,200,43,Hosted License: 5007242201000783
871809460378286684,Hidden Gem Extended Stays Welcome Near Metro Train,510341453,Bertrand,,"Congress Heights, Bellevue, Washington Highlands",38.842932886647525,-76.98997618260677,Entire home/apt,50,31,3,2023-12-17,0.26,3,307,3,Exempt
872629724529743653,Sunflower Room With private Bath,228071809,Garth,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91815581873254,-77.00823960230268,Private room,68,2,13,2024-05-30,0.94,15,45,9,Exempt
872637937436039283,Private Sunflower BedRoom,228071809,Garth,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91599,-77.00656,Private room,65,2,14,2024-05-22,1.04,15,25,10,Hosted License: 5007242201002909
872973641593210596,Capitol Hill English Basement,42253071,Kellie,,"Capitol Hill, Lincoln Park",38.88639,-76.99167,Entire home/apt,120,2,26,2024-06-18,6.24,1,50,26,Hosted License: 5007242201003286
873083491990298354,Gay Friendly Dupont / U St,425019452,Brian M,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91500333647504,-77.0345423840829,Entire home/apt,,31,0,,,19,328,0,
873083656766863716,Gay Friendly Tiny House 3 blocks to Capitol -Patio,425019452,Brian M,,"Capitol Hill, Lincoln Park",38.8905438,-77.00153279999999,Entire home/apt,190,31,1,2024-05-08,0.67,19,330,1,Exempt
873255114071168502,Private & Clean 1BR | Kitchen | Gym | Wi-Fi,30283594,Global Luxury Suites,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,286,1,0,,,54,365,0,Exempt
873283555662403687,Spacious DC Rowhouse w/Parking+Metro!,80888415,Zulaa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93411252466159,-77.02191324498152,Entire home/apt,302,2,39,2024-06-16,2.99,2,335,32,Hosted License: 5007242201002997
873289002194600692,Bright Dupont Circle Gem 1BD1BA,43352899,Amy,,"West End, Foggy Bottom, GWU",38.9070037,-77.0481302,Entire home/apt,93,90,0,,,1,338,0,
873321296064967976,English Basement 2 bd+Metro,80888415,Zulaa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93299112556495,-77.02163273199749,Entire home/apt,191,2,3,2024-06-09,0.22,2,163,2,Exempt
874065376435968341,Fusion of Luxury Living and Comfort In G-town,21570891,Marsh,,"Georgetown, Burleith/Hillandale",38.90728,-77.06199,Entire home/apt,163,1,78,2024-06-12,7.09,14,48,78,Exempt
874476532101432568,"Stunning Georgetown Pent House 2BR 2.5BA, Deck wit",17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.90663,-77.05657,Entire home/apt,288,31,0,,,28,50,0,
874896739097261969,Sojourn on Seward | Studio,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88768795478831,-77.00009822007935,Entire home/apt,150,1,41,2024-05-16,2.95,199,312,36,Exempt
875470162152099782,Downtown |Views | Luxury | Sunny,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91610769488275,-77.02157977833554,Entire home/apt,201,7,17,2024-06-02,1.21,23,335,14,Exempt
875579340641513391,Downtown |Views | Luxury | Sunny,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.914695477437455,-77.0284210776079,Entire home/apt,212,4,17,2024-05-23,1.23,23,338,13,Exempt
876059853602705687,Luxury| 2 bedrooms | Heart of Shaw,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91669,-77.02504,Entire home/apt,208,7,16,2024-05-14,1.16,23,337,13,Exempt
876069440075726839,Penthouse | Downtown | Capitol Views | Luxury,8139997,Jay,,"Shaw, Logan Circle",38.91347347956042,-77.02049646569154,Entire home/apt,357,7,20,2024-04-29,1.51,23,365,19,Exempt
876082674680134596,Downtown | Views | Luxury | Sunny,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91521654014001,-77.02356381473724,Entire home/apt,246,4,20,2024-05-26,1.46,23,338,14,Exempt
876089868919156138,Contemporary | Downtown | Views,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9180060183352,-77.02398587113933,Entire home/apt,234,7,15,2024-06-06,1.17,23,342,12,Exempt
876117163490040019,Contemporary | Downtown | Views,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91623809293208,-77.02303935661652,Entire home/apt,164,7,12,2024-05-15,0.98,23,176,12,Exempt
876122334654415849,Contemporary | Downtown | Views,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.916286436398444,-77.02034585386698,Entire home/apt,221,4,18,2024-05-19,1.73,23,350,18,Exempt
876123918424765976,Contemporary | Downtown | Views,8139997,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91487023096003,-77.02196882259493,Entire home/apt,135,7,17,2024-05-27,1.87,23,332,17,Exempt
876151051081165056,Spacious Loft Home Capitol Hill,350184884,Angelina,,"Capitol Hill, Lincoln Park",38.880397662366065,-76.98023206113649,Entire home/apt,249,3,37,2024-06-01,2.94,1,259,35,Hosted License: 5007242201002709
876164551529442064,Sojourn on Seward | 1 BR | Steps to Capitol,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.8855435911303,-77.0007606784626,Entire home/apt,153,1,31,2024-06-06,2.46,199,303,29,Exempt
876312496477401190,Sojourn | The Paden,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88208168328866,-76.99430522180529,Entire home/apt,,31,0,,,199,309,0,
876312552444295076,1 BR Apt in Adams Morgan/Monthly /36,69203193,Leyla & Matt,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91967843437529,-77.03787330542002,Entire home/apt,,31,3,2024-05-01,0.29,16,273,3,
876328225548892514,Month & Longer Stay - 1 BR Apt in Adams Morgan /15,69203193,Leyla & Matt,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91960113466023,-77.03686982223363,Entire home/apt,,31,4,2024-03-02,0.33,16,295,3,
876341956377797529,Stylish Vacation Gateaway | In house Services,53500538,Mary'S Stay,,"Brightwood Park, Crestwood, Petworth",38.94543616953848,-77.02760586559563,Entire home/apt,117,2,7,2024-01-03,0.50,40,172,5,Exempt
876843418032135615,"Shaw Sanctuary, walk everywhere!",9296587,Josh,,"Shaw, Logan Circle",38.9104415896469,-77.01936564773258,Entire home/apt,110,31,1,2023-07-22,0.09,3,111,1,
877023112353647190,"Cozy Studio with 70"" Projector & Free Parking",222315358,Chantel,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9044656475685,-76.92822872979433,Entire home/apt,80,2,44,2024-06-13,3.36,1,161,43,Hosted License: 5007242201002748
877413473015596733,Boutique Rowhouse near Capitol,511696553,Nia,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90525,-76.98041,Entire home/apt,430,2,9,2024-05-20,0.72,1,213,8,Hosted License: 5007242201002731
877519924139342237,Sunny private bed+ bath in 2 bed/bath downtown,2506010,Manisha,,"Union Station, Stanton Park, Kingman Park",38.9063664516297,-76.9986870279204,Private room,55,31,0,,,1,48,0,
877568090244811480,Palisades Carriage House #peacelove&parking,123251329,Jenny,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92854626829736,-77.10761977200207,Entire home/apt,196,1,34,2024-06-15,2.51,1,325,25,Hosted License: 5007242201002750
877669834940028372,Brand New Modern Apartment with Private Parking,12031843,Meka,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.8624340204892,-76.95240064817365,Private room,135,2,6,2024-05-27,0.45,2,355,5,Exempt
878230390502838732,Dupont Metro | Pet-friendly | Location! Location!,487806,Stay Bubo,,"Dupont Circle, Connecticut Avenue/K Street",38.916431704158825,-77.04018767775494,Entire home/apt,123,1,36,2024-06-12,2.67,37,54,30,Hosted License: 5007242201002612<br />Unhosted License: 5007262201002527
878328641062180963,Upscale 1Bdrm Apt in Heart of DC,61717768,SuCasa,,"West End, Foggy Bottom, GWU",38.90608,-77.04926,Entire home/apt,256,1,86,2024-06-20,6.31,1,126,80,Exempt
878417769371113115,On Top of Maxwell,46630199,Home Sweet City,,"Shaw, Logan Circle",38.908781222345986,-77.02330318458647,Entire home/apt,225,3,46,2024-05-21,3.31,81,99,39,Hosted License: 5007262201002576
878816792298975697,Modern Treetop Oasis on Historic Logan Circle,5592835,Penny,,"Shaw, Logan Circle",38.90925129850831,-77.0315628850006,Entire home/apt,288,1,16,2024-06-19,7.74,1,76,16,Hosted License: 5007242201003390
879752988434866586,Cozy Family In-Law Suite,492190376,Sherwood,,"Brookland, Brentwood, Langdon",38.92433855668755,-76.98141212046527,Entire home/apt,110,1,67,2024-06-04,4.88,1,65,54,Hosted License: 5007242201002638
880295518825196611,Bright and spacious bottom unit,144482916,Lisa,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8687078,-76.98242019999999,Entire home/apt,155,2,9,2024-03-24,0.70,1,327,7,Hosted License: 5007242201002805<br />Unhosted License: 5007262201002615
881959947559509873,Calm & Comfy in Congress Heights,38051218,J,,"Congress Heights, Bellevue, Washington Highlands",38.83288300040395,-76.99273815991408,Entire home/apt,71,31,1,2023-07-28,0.09,1,307,1,
882120576508603337,Modern 1BR 1 Bath cozy escape apartment,432322041,Jolito,,"Congress Heights, Bellevue, Washington Highlands",38.845987912972724,-77.00179402357408,Entire home/apt,127,1,3,2023-06-09,0.23,1,307,0,Exempt
882328737609467766,MarrakechNightsParkingMetro,512752407,Asma,,"Douglas, Shipley Terrace",38.8440313,-76.976043,Entire home/apt,350,3,10,2024-05-27,0.80,1,345,9,Unhosted License: 5007262101000101
882622753886183992,*New* 1 Bedroom on the best block in Logan Circle,193059952,Jason,,"Shaw, Logan Circle",38.911170432159835,-77.03138339262152,Entire home/apt,214,2,42,2024-06-17,5.10,1,67,42,Hosted License: 5007242201002864
882873906867533655,Beautiful 1 bedroom in Petworth NW DC!,376621327,A.D.,,"Brightwood Park, Crestwood, Petworth",38.95107951438317,-77.01719975587791,Entire home/apt,99,2,59,2024-06-16,4.62,1,240,53,Hosted License: 5007242201002811
883218833878548027,Generator DC-Bed In a 4 Bed Dorm,324906850,Generator,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91502,-77.04769,Private room,,1,111,2024-04-06,8.47,6,274,110,Exempt
883244669850833987,Apartment in Washington,149867769,David Junior,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9018161,-76.9802601,Entire home/apt,400,1,10,2024-05-19,0.76,1,356,8,Exempt
883413291267906381,Awesome 1 BR in the Nation's Capital,513013124,Andrew,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.923137963555206,-77.04078715581971,Entire home/apt,216,3,17,2024-05-27,1.31,1,172,14,Hosted License: 5007242201002764<br />Unhosted License: 5007262201002605
883999881543941755,"Vacation Rental w/ Yard in Washington, DC, Area",122382567,Evolve,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89331,-76.91961,Entire home/apt,92,2,9,2023-11-11,0.67,30,57,6,Hosted License: 5007242010021840
884869537303168617,Guest room & office,4642626,Amy,,"Near Southeast, Navy Yard",38.87977906656305,-76.99931364963827,Private room,60,31,0,,,3,320,0,
886094640723180541,Cozy  Luxury Gem Mins from NavyYard/ Nat’l Harbor,63784212,William,,"Congress Heights, Bellevue, Washington Highlands",38.83473870536507,-77.00335310714485,Entire home/apt,209,2,16,2024-05-12,1.19,2,365,12,Hosted License: 5007242201002413
886404268901037924,Sojourn on 5th Unit #303,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.881097736833965,-76.99964609529799,Entire home/apt,200,1,26,2024-04-19,2.40,199,318,26,Exempt
886463412259508702,Two Bedrooms and bath in a partly shared space,55670814,Harrison,,"Capitol Hill, Lincoln Park",38.878707212902754,-76.98389555752577,Private room,,1,6,2024-06-20,1.44,3,0,6,Hosted License: 5007242201001557
886463649625249035,Cozy Gem near Navy Yard/ National Harbor,63784212,William,,"Congress Heights, Bellevue, Washington Highlands",38.83519,-77.00361,Entire home/apt,109,31,1,2023-06-22,0.08,2,365,1,Exempt
887190040384565782,"Stylish Retreat: comfy & central, near attractions",164065446,Valiq,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92248658156228,-77.01216521791586,Entire home/apt,181,2,33,2024-06-09,2.45,1,294,28,Hosted License: 5007242201002744
887497064646610534,Stylish Urban Victorian Guest Room-2,18515584,Travis,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168022,-77.0078992,Private room,67,1,31,2024-05-22,2.31,3,358,26,Hosted License: 5007242201000445
887529157914943133,Stylish Urban Victorian Guest Room-3,18515584,Travis,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168022,-77.0078992,Private room,72,1,22,2024-05-21,1.64,3,357,18,Hosted License: 5007242201000445
887746307380271873,Deluxe King Master Suite,40644141,Sky,,"Friendship Heights, American University Park, Tenleytown",38.94659813828337,-77.07391778207142,Private room,,1,1,2023-05-20,0.08,3,101,0,Hosted License: 5007242201002476
887772296458123770,Historic Georgetown Townhome: Walkable Location!,122382567,Evolve,,"Georgetown, Burleith/Hillandale",38.90929,-77.05547,Entire home/apt,260,3,15,2024-05-05,1.17,30,274,11,Unhosted License: 5007242201002548
888347903114709364,Stylish Home Walk or Metro to All DC Attractions!,222603,Rabi,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90934734031661,-77.011350870748,Entire home/apt,349,3,46,2024-04-19,3.62,2,295,41,Hosted License: 5007242201000959
888639357919094293,"Cozy Room, Historic DC Cmty",428602327,Bright,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90262791941216,-76.92820412044924,Private room,36,31,3,2024-04-16,0.29,4,300,3,
888654903244554780,Unique & Sexy Penthouse Loft | In-House Services,53500538,Mary'S Stay,,"North Michigan Park, Michigan Park, University Heights",38.9351706233551,-76.99113570698535,Entire home/apt,119,2,29,2024-05-31,2.18,40,337,26,Exempt
888678289925013898,LUX Brookland Penthouse | RoofDeck | Skyline View,53500538,Mary'S Stay,,"Brookland, Brentwood, Langdon",38.93379,-76.99207,Entire home/apt,,2,23,2024-06-06,1.70,40,356,21,Exempt
888695429020343283,Perfect 1 BD Brookland Home w City Skyline View,53500538,Mary'S Stay,,"Brookland, Brentwood, Langdon",38.93356157100323,-76.99006724759566,Entire home/apt,111,1,24,2024-05-23,1.81,40,307,20,Exempt
888706511406037576,Rooftop Views | Brookland Penthouse | Garden View,53500538,Mary'S Stay,,"North Michigan Park, Michigan Park, University Heights",38.9349734496739,-76.99173191253074,Entire home/apt,,2,27,2024-06-05,2.03,40,324,25,Exempt
889456745484515850,5-star Luxury DC Respite,59833065,Yolanda,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90613,-76.93552,Entire home/apt,206,3,0,,,1,358,0,Exempt
890384516184093231,Private Suite w/Parking near Capitol Hill DC,183728537,Jerri,,"River Terrace, Benning, Greenway, Dupont Park",38.89165700458496,-76.95993426994454,Private room,70,2,58,2024-06-08,4.75,1,107,58,Hosted License: 5007242201002759
891268025843842420,Entire apt around Capitol hill,206750300,Adebowale,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90008,-76.97888,Entire home/apt,100,2,24,2024-06-13,1.87,1,349,23,Exempt
892041136307293638,"Luxury, Urban, & Elegant Oasis! Centrally-Located!",514885581,Robert,,"Capitol View, Marshall Heights, Benning Heights",38.88259,-76.94014,Entire home/apt,82,2,67,2024-06-19,5.05,1,333,60,Hosted License: 5007242201002784
892259637215737507,Rock Creek Sanctuary,678523,Jeannie Rose,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9333,-77.04121,Entire home/apt,118,2,46,2024-06-16,3.48,1,269,42,Hosted License: 5007242201002757
892699147382267931,Artsy home in NE DC near RFK,44361276,Rayshon,,"River Terrace, Benning, Greenway, Dupont Park",38.89163,-76.94796,Entire home/apt,160,2,30,2024-06-18,2.69,1,45,30,Hosted License: 5007242201002790
893463447642775565,"2 Free onsite parking! Cheerful, convenient & cozy",255864238,Tony And Nabeel,,"Howard University, Le Droit Park, Cardozo/Shaw",38.914944926346756,-77.0177761092782,Entire home/apt,167,1,76,2024-06-18,6.97,3,275,76,Exempt
893916795674746196,Full Bedroom C in #1481: Adams Morgan,294545484,Andreas,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92084,-77.04553,Private room,,90,0,,,104,241,0,
893940089185764712,Queen Bedroom E w/Private Bathroom in #938,294545484,Andreas,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88216396750987,-77.02036753120939,Private room,55,90,0,,,104,0,0,
894001379907484842,Oasis on O Street - the Heart of the Capital,18806434,Jeffrey,,"Dupont Circle, Connecticut Avenue/K Street",38.9088925,-77.0355056,Entire home/apt,224,2,78,2024-06-15,7.11,1,25,78,Hosted License: 5007242201002795
894072711076872845,Cozy 2BR/2BA Pet-friendly Condo with Roof Patio,423283413,Thierry,,"Brightwood Park, Crestwood, Petworth",38.95581,-77.02579,Entire home/apt,180,2,43,2024-06-05,3.25,1,363,37,Hosted License: 5007242201002732<br />Unhosted License: 5007262201002591
894221819360466117,Charming 2BR Georgetown Home Close to Everything!,515009828,Todd,,"Georgetown, Burleith/Hillandale",38.91229067041505,-77.0639435966337,Entire home/apt,286,33,1,2023-12-23,0.16,1,224,1,
894651111359870715,"Blueground | Shaw, gym & doorman, nr nightlife",107434423,Blueground,,"Howard University, Le Droit Park, Cardozo/Shaw",38.916519,-77.02343,Entire home/apt,,32,0,,,156,360,0,
895088127742714779,Studio 1 bed 1 bath full kitchen,7382157,Ann,,"Union Station, Stanton Park, Kingman Park",38.8963356817991,-76.97528879045706,Entire home/apt,45,22,3,2024-03-18,0.28,1,238,3,Exempt
895925133378506307,Spacious and Newly Renovated Property,249515363,Nketia,,"Congress Heights, Bellevue, Washington Highlands",38.83958,-77.00159,Private room,55,1,61,2024-06-08,4.67,3,75,51,Exempt
896408575481948263,Bright and Airy Private Apt -Two Blocks from Metro,211657930,Jewel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93663378478219,-77.02185084618938,Entire home/apt,103,2,103,2024-06-19,7.86,1,91,96,Hosted License: 5007242201002775
896589575425873711,Brand New Studio Steps From Eastern Market,1352994,Leah,,"Capitol Hill, Lincoln Park",38.8873933,-76.99779819999999,Entire home/apt,134,2,57,2024-06-16,4.80,1,164,57,Hosted License: 5007242201002758
896685877196693546,Studio Apt. | Placemakr Dupont Circle,304261532,Placemakr,,"Dupont Circle, Connecticut Avenue/K Street",38.9099211,-77.0423689,Entire home/apt,251,1,269,2024-06-03,20.96,7,300,262,Exempt
896689503356664122,Union Market Oasis,360193862,Alice,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9081306384973,-76.99844018934142,Entire home/apt,234,1,26,2024-06-09,2.23,2,152,26,Exempt
896719714688778116,TheWrightStays Art Haven at Fairlawn Gardens,217945744,Danielle,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87058,-76.98248,Entire home/apt,409,1,18,2024-05-27,2.04,2,111,18,Hosted License: 5007242201002920
897135579525114429,Capitol Hill Garden Apartment,58044170,Natasha,,"Union Station, Stanton Park, Kingman Park",38.89741805418561,-76.99714491789447,Entire home/apt,120,2,24,2023-12-29,1.90,1,68,23,Hosted License: 5007242201002800
897440451652301959,1st Floor Unit,76492557,Lauren,,"Capitol View, Marshall Heights, Benning Heights",38.88522657381574,-76.9313802817891,Entire home/apt,,1,11,2023-10-12,0.84,2,0,8,Hosted License: 5007242201002071
897704193251455506,Deluxe Studio Apt | Placemakr Dupont Circle,304261532,Placemakr,,"Dupont Circle, Connecticut Avenue/K Street",38.909205496246486,-77.04140269907768,Entire home/apt,278,1,43,2024-06-04,3.45,7,1,38,Exempt
897712429523483678,Premium Studio Apt | Placemakr Dupont Circle,304261532,Placemakr,,"Dupont Circle, Connecticut Avenue/K Street",38.91057,-77.04329,Entire home/apt,,1,35,2024-05-28,2.79,7,276,33,Exempt
897718548648692805,Premier Studio Apt | Placemakr Dupont Circle,304261532,Placemakr,,"Dupont Circle, Connecticut Avenue/K Street",38.91102,-77.04282,Entire home/apt,,1,34,2024-06-01,2.76,7,345,33,Exempt
897724301225833686,One Bedroom Loft | Placemakr Dupont Circle,304261532,Placemakr,,"Dupont Circle, Connecticut Avenue/K Street",38.9089,-77.04282,Entire home/apt,,1,13,2023-12-24,1.07,7,338,13,Exempt
897732101248908065,Calvin Coolidge Suite | Placemakr Dupont Circle,304261532,Placemakr,,"Dupont Circle, Connecticut Avenue/K Street",38.90896,-77.04171,Entire home/apt,,1,2,2024-04-16,0.24,7,333,2,Exempt
897831753720019758,Petworth Studio,17466094,Julia,,"Brightwood Park, Crestwood, Petworth",38.94973145099756,-77.02015480870696,Entire home/apt,68,3,16,2024-05-06,1.62,1,33,16,Hosted License: 5007242201002942
898025014944757307,Union Market apt w/private patio,54546817,Thad,,"Union Station, Stanton Park, Kingman Park",38.90332896060841,-77.00234829807745,Entire home/apt,166,1,59,2024-06-15,5.60,1,221,59,Hosted License: 5007242201002803<br />Unhosted License: 5007262201002623
898338947478226337,Capitol Hill Garden Apartment,15739609,Adam,,"Union Station, Stanton Park, Kingman Park",38.8948482324567,-76.98957069839123,Entire home/apt,,3,30,2024-06-13,2.37,1,2,27,Hosted License: 5007242201002812
898411253846981998,Elevated 1 BR with Den at Eastern Market,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88474030249606,-76.99903134307853,Entire home/apt,238,2,32,2023-12-31,2.53,199,276,30,Hosted License: 5007242201002735
898525224636714733,Cozy basement apartment with backyard,44080778,Luwam,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87803,-76.96631,Entire home/apt,91,7,3,2023-12-02,0.23,2,349,2,Exempt
899143891104718058,Bloomingdale Charmer,516494104,Nicole,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91214980217602,-77.01367001286789,Entire home/apt,,2,32,2024-05-26,3.28,1,2,32,Hosted License: 5007242201002988
899303419183815074,Private Suite in DC - Close to Everything,464139430,Dinku,,"Shaw, Logan Circle",38.91069882111405,-77.01977862492869,Private room,80,31,2,2024-06-15,0.21,10,322,2,
899353495364585489,Entire Lofty Penthouse Condo!,445242170,Anthony,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92741,-77.02359,Entire home/apt,,31,0,,,5,328,0,
899380493961384793,Sweet DC Suite,33039590,Jennie,,"Union Station, Stanton Park, Kingman Park",38.89269,-76.99417,Entire home/apt,126,1,89,2024-06-19,7.08,1,112,87,Hosted License: 5007262201002479
899386922936953864,Private Room #1 - Lofty PH Condo,445242170,Anthony,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02367,Private room,48,31,0,,,5,300,0,
899399175835328781,Private Room #2 - Lofty PH Condo,445242170,Anthony,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92743002666714,-77.02240917907434,Private room,52,31,0,,,5,166,0,
899405278382509587,Private Room #3 - Lofty PH Condo,445242170,Anthony,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92684869087641,-77.02386663578942,Private room,71,31,0,,,5,145,0,
899455885833259312,Cozy Little Room in Renovated Property,249515363,Nketia,,"Congress Heights, Bellevue, Washington Highlands",38.83711,-77.00422,Private room,54,1,113,2024-06-09,8.74,3,86,102,Exempt
900035571286086890,Vista A/A,516107852,Zyhra,,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85424,-76.96815,Entire home/apt,200,3,0,,,2,310,0,Hosted License: 5007242201002693
901308752723881933,Private Room 2 - Lofty PH Condo,445242170,Anthony,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92529,-77.02382,Private room,57,31,0,,,5,332,0,
901456875437749943,"Nice, quiet and clean .",251867718,Joseph,,"North Michigan Park, Michigan Park, University Heights",38.94475793730306,-76.99656885272952,Private room,,7,3,2024-06-07,0.79,2,262,3,Hosted License: 5007242201003010
